Freq.	V(n002)
4.07380277804108e+02	(6.31189934516102e+01dB,-3.68912265962752e-01°)
4.16869383470331e+02	(6.31189209344367e+01dB,-3.54013635647235e-01°)
4.26579518801588e+02	(6.31188517928692e+01dB,-3.39301774289487e-01°)
4.36515832240161e+02	(6.31187858806094e+01dB,-3.24768938257894e-01°)
4.46683592150958e+02	(6.31187230581756e+01dB,-3.10407474668646e-01°)
4.57088189614870e+02	(6.31186631926093e+01dB,-2.96209817572640e-01°)
4.67735141287193e+02	(6.31186061571954e+01dB,-2.82168484177187e-01°)
4.78630092322633e+02	(6.31185518311964e+01dB,-2.68276071092250e-01°)
4.89778819368441e+02	(6.31185000995976e+01dB,-2.54525250606061e-01°)
5.01187233627267e+02	(6.31184508528656e+01dB,-2.40908766976456e-01°)
5.12861383991359e+02	(6.31184039867171e+01dB,-2.27419432754496e-01°)
5.24807460249767e+02	(6.31183594018996e+01dB,-2.14050125126583e-01°)
5.37031796370247e+02	(6.31183170039820e+01dB,-2.00793782274487e-01°)
5.49540873857618e+02	(6.31182767031555e+01dB,-1.87643399764114e-01°)
5.62341325190342e+02	(6.31182384140443e+01dB,-1.74592026942217e-01°)
5.75439937337150e+02	(6.31182020555252e+01dB,-1.61632763357196e-01°)
5.88843655355582e+02	(6.31181675505563e+01dB,-1.48758755193727e-01°)
6.02559586074351e+02	(6.31181348260144e+01dB,-1.35963191720768e-01°)
6.16595001861475e+02	(6.31181038125407e+01dB,-1.23239301753252e-01°)
6.30957344480186e+02	(6.31180744443935e+01dB,-1.10580350124780e-01°)
6.45654229034648e+02	(6.31180466593096e+01dB,-9.79796341708652e-02°)
6.60693448007588e+02	(6.31180203983724e+01dB,-8.54304802165199e-02°)
6.76082975391974e+02	(6.31179956058871e+01dB,-7.29262400759826e-02°)
6.91830970918928e+02	(6.31179722292624e+01dB,-6.04602875524915e-02°)
7.07945784384130e+02	(6.31179502188993e+01dB,-4.80260149450836e-02°)
7.24435960074981e+02	(6.31179295280855e+01dB,-3.56168295501821e-02°)
7.41310241300909e+02	(6.31179101128962e+01dB,-2.32261501699000e-02°)
7.58577575029175e+02	(6.31178919321005e+01dB,-1.08474036145393e-02°)
7.76247116628682e+02	(6.31178749470739e+01dB,1.52597880173305e-03°)
7.94328234724272e+02	(6.31178591217153e+01dB,1.39005647651457e-02°)
8.12830516164089e+02	(6.31178444223703e+01dB,2.62829244837802e-02°)
8.31763771102661e+02	(6.31178308177587e+01dB,3.86796342062766e-02°)
8.51138038202366e+02	(6.31178182789076e+01dB,5.10972797705641e-02°)
8.70963589956070e+02	(6.31178067790887e+01dB,6.35424601478941e-02°)
8.91250938133735e+02	(6.31177962937608e+01dB,7.60217910192412e-02°)
9.12010839355898e+02	(6.31177868005161e+01dB,8.85419083616247e-02°)
9.33254300796979e+02	(6.31177782790316e+01dB,1.01109472059297e-01°)
9.54992586021424e+02	(6.31177707110242e+01dB,1.13731169534232e-01°)
9.77237220955799e+02	(6.31177640802103e+01dB,1.26413719411820e-01°)
9.99999999999988e+02	(6.31177583722691e+01dB,1.39163875202674e-01°)
1.02329299228074e+03	(6.31177535748103e+01dB,1.51988429023056e-01°)
1.04712854805089e+03	(6.31177496773452e+01dB,1.64894215350404e-01°)
1.07151930523759e+03	(6.31177466712619e+01dB,1.77888114806996e-01°)
1.09647819614317e+03	(6.31177445498043e+01dB,1.90977057992946e-01°)
1.12201845430195e+03	(6.31177433080541e+01dB,2.04168029349869e-01°)
1.14815362149687e+03	(6.31177429429171e+01dB,2.17468071083291e-01°)
1.17489755493951e+03	(6.31177434531130e+01dB,2.30884287115483e-01°)
1.20226443461740e+03	(6.31177448391679e+01dB,2.44423847109608e-01°)
1.23026877081237e+03	(6.31177471034107e+01dB,2.58093990526514e-01°)
1.25892541179415e+03	(6.31177502499736e+01dB,2.71902030762394e-01°)
1.28824955169312e+03	(6.31177542847943e+01dB,2.85855359324318e-01°)
1.31825673855639e+03	(6.31177592156226e+01dB,2.99961450094258e-01°)
1.34896288259164e+03	(6.31177650520305e+01dB,3.14227863639339e-01°)
1.38038426460287e+03	(6.31177718054244e+01dB,3.28662251613505e-01°)
1.41253754462274e+03	(6.31177794890611e+01dB,3.43272361225622e-01°)
1.44543977074591e+03	(6.31177881180672e+01dB,3.58066039789977e-01°)
1.47910838816819e+03	(6.31177977094610e+01dB,3.73051239368344e-01°)
1.51356124843619e+03	(6.31178082821779e+01dB,3.88236021492072e-01°)
1.54881661891246e+03	(6.31178198570984e+01dB,4.03628561993945e-01°)
1.58489319246109e+03	(6.31178324570794e+01dB,4.19237155924305e-01°)
1.62181009735891e+03	(6.31178461069887e+01dB,4.35070222586081e-01°)
1.65958690743754e+03	(6.31178608337414e+01dB,4.51136310671572e-01°)
1.69824365246172e+03	(6.31178766663400e+01dB,4.67444103524244e-01°)
1.73780082874935e+03	(6.31178936359172e+01dB,4.84002424523175e-01°)
1.77827941003890e+03	(6.31179117757810e+01dB,5.00820242579945e-01°)
1.81970085860996e+03	(6.31179311214628e+01dB,5.17906677808037e-01°)
1.86208713666284e+03	(6.31179517107675e+01dB,5.35271007297807e-01°)
1.90546071796322e+03	(6.31179735838269e+01dB,5.52922671066799e-01°)
1.94984459975802e+03	(6.31179967831543e+01dB,5.70871278155497e-01°)
1.99526231496885e+03	(6.31180213537026e+01dB,5.89126612908010e-01°)
2.04173794466950e+03	(6.31180473429228e+01dB,6.07698641395837e-01°)
2.08929613085401e+03	(6.31180748008260e+01dB,6.26597518071630e-01°)
2.13796208950220e+03	(6.31181037800460e+01dB,6.45833592577599e-01°)
2.18776162394952e+03	(6.31181343359034e+01dB,6.65417416775359e-01°)
2.23872113856831e+03	(6.31181665264714e+01dB,6.85359751999461e-01°)
2.29086765276774e+03	(6.31182004126416e+01dB,7.05671576521026e-01°)
2.34422881531989e+03	(6.31182360581915e+01dB,7.26364093253788e-01°)
2.39883291901946e+03	(6.31182735298508e+01dB,7.47448737723073e-01°)
2.45470891568500e+03	(6.31183128973686e+01dB,7.68937186292051e-01°)
2.51188643150955e+03	(6.31183542335789e+01dB,7.90841364654910e-01°)
2.57039578276883e+03	(6.31183976144655e+01dB,8.13173456639621e-01°)
2.63026799189535e+03	(6.31184431192244e+01dB,8.35945913318078e-01°)
2.69153480392688e+03	(6.31184908303240e+01dB,8.59171462426173e-01°)
2.75422870333813e+03	(6.31185408335617e+01dB,8.82863118138254e-01°)
2.81838293126441e+03	(6.31185932181163e+01dB,9.07034191214151e-01°)
2.88403150312657e+03	(6.31186480765949e+01dB,9.31698299494311e-01°)
2.95120922666634e+03	(6.31187055050744e+01dB,9.56869378828632e-01°)
3.01995172040197e+03	(6.31187656031340e+01dB,9.82561694401786e-01°)
3.09029543251355e+03	(6.31188284738806e+01dB,1.00878985252902e+00°)
3.16227766016833e+03	(6.31188942239622e+01dB,1.03556881289965e+00°)
3.23593656929624e+03	(6.31189629635703e+01dB,1.06291390131694e+00°)
3.31131121482586e+03	(6.31190348064286e+01dB,1.09084082298732e+00°)
3.38844156139198e+03	(6.31191098697647e+01dB,1.11936567631860e+00°)
3.46736850452527e+03	(6.31191882742648e+01dB,1.14850496733379e+00°)
3.54813389233570e+03	(6.31192701440070e+01dB,1.17827562467515e+00°)
3.63078054770096e+03	(6.31193556063718e+01dB,1.20869501525624e+00°)
3.71535229097167e+03	(6.31194447919248e+01dB,1.23978096061496e+00°)
3.80189396320556e+03	(6.31195378342708e+01dB,1.27155175395689e+00°)
3.89045144994275e+03	(6.31196348698733e+01dB,1.30402617797008e+00°)
3.98107170553492e+03	(6.31197360378365e+01dB,1.33722352343863e+00°)
4.07380277804107e+03	(6.31198414796444e+01dB,1.37116360868905e+00°)
4.16869383470329e+03	(6.31199513388528e+01dB,1.40586679993732e+00°)
4.26579518801586e+03	(6.31200657607276e+01dB,1.44135403255227e+00°)
4.36515832240160e+03	(6.31201848918244e+01dB,1.47764683332763e+00°)
4.46683592150957e+03	(6.31203088795012e+01dB,1.51476734376459e+00°)
4.57088189614868e+03	(6.31204378713590e+01dB,1.55273834447219e+00°)
4.67735141287191e+03	(6.31205720145987e+01dB,1.59158328070119e+00°)
4.78630092322631e+03	(6.31207114552893e+01dB,1.63132628910018e+00°)
4.89778819368439e+03	(6.31208563375339e+01dB,1.67199222574653e+00°)
5.01187233627265e+03	(6.31210068025253e+01dB,1.71360669549507e+00°)
5.12861383991357e+03	(6.31211629874780e+01dB,1.75619608277171e+00°)
5.24807460249765e+03	(6.31213250244233e+01dB,1.79978758381449e+00°)
5.37031796370245e+03	(6.31214930388544e+01dB,1.84440924049446e+00°)
5.49540873857616e+03	(6.31216671482049e+01dB,1.89008997572162e+00°)
5.62341325190341e+03	(6.31218474601431e+01dB,1.93685963063020e+00°)
5.75439937337148e+03	(6.31220340706654e+01dB,1.98474900347093e+00°)
5.88843655355580e+03	(6.31222270619653e+01dB,2.03378989044574e+00°)
6.02559586074349e+03	(6.31224265000585e+01dB,2.08401512842962e+00°)
6.16595001861473e+03	(6.31226324321368e+01dB,2.13545863980478e+00°)
6.30957344480184e+03	(6.31228448836269e+01dB,2.18815547936293e+00°)
6.45654229034646e+03	(6.31230638549222e+01dB,2.24214188345928e+00°)
6.60693448007586e+03	(6.31232893177579e+01dB,2.29745532145221e+00°)
6.76082975391972e+03	(6.31235212111932e+01dB,2.35413454953163e+00°)
6.91830970918926e+03	(6.31237594371640e+01dB,2.41221966703073e+00°)
7.07945784384127e+03	(6.31240038555641e+01dB,2.47175217529918e+00°)
7.24435960074979e+03	(6.31242542788106e+01dB,2.53277503918203e+00°)
7.41310241300906e+03	(6.31245104658453e+01dB,2.59533275122408e+00°)
7.58577575029172e+03	(6.31247721155188e+01dB,2.65947139867189e+00°)
7.76247116628680e+03	(6.31250388593004e+01dB,2.72523873324786e+00°)
7.94328234724269e+03	(6.31253102532520e+01dB,2.79268424388159e+00°)
8.12830516164087e+03	(6.31255857691993e+01dB,2.86185923226354e+00°)
8.31763771102658e+03	(6.31258647850270e+01dB,2.93281689143144e+00°)
8.51138038202363e+03	(6.31261465740202e+01dB,3.00561238720731e+00°)
8.70963589956067e+03	(6.31264302931680e+01dB,3.08030294258134e+00°)
8.91250938133732e+03	(6.31267149703378e+01dB,3.15694792497188e+00°)
9.12010839355896e+03	(6.31269994902221e+01dB,3.23560893624601e+00°)
9.33254300796977e+03	(6.31272825789538e+01dB,3.31634990541843e+00°)
9.54992586021421e+03	(6.31275627872763e+01dB,3.39923718384042e+00°)
9.77237220955796e+03	(6.31278384721472e+01dB,3.48433964280317e+00°)
9.99999999999985e+03	(6.31281077766489e+01dB,3.57172877302368e+00°)
1.02329299228074e+04	(6.31283686080650e+01dB,3.66147878600556e+00°)
1.04712854805088e+04	(6.31286186139794e+01dB,3.75366671669067e+00°)
1.07151930523759e+04	(6.31288551562405e+01dB,3.84837252694026e+00°)
1.09647819614317e+04	(6.31290752826270e+01dB,3.94567920937339e+00°)
1.12201845430195e+04	(6.31292756960418e+01dB,4.04567289079461e+00°)
1.14815362149686e+04	(6.31294527210516e+01dB,4.14844293443913e+00°)
1.17489755493951e+04	(6.31296022675809e+01dB,4.25408204017069e+00°)
1.20226443461739e+04	(6.31297197915610e+01dB,4.36268634149244e+00°)
1.23026877081236e+04	(6.31298002523283e+01dB,4.47435549817769e+00°)
1.25892541179415e+04	(6.31298380665586e+01dB,4.58919278302965e+00°)
1.28824955169311e+04	(6.31298270585189e+01dB,4.70730516122675e+00°)
1.31825673855639e+04	(6.31297604064132e+01dB,4.82880336042554e+00°)
1.34896288259163e+04	(6.31296305846045e+01dB,4.95380192926760e+00°)
1.38038426460286e+04	(6.31294293014832e+01dB,5.08241928231751e+00°)
1.41253754462273e+04	(6.31291474327721e+01dB,5.21477772831077e+00°)
1.44543977074590e+04	(6.31287749500513e+01dB,5.35100347907098e+00°)
1.47910838816818e+04	(6.31283008443124e+01dB,5.49122663544972e+00°)
1.51356124843618e+04	(6.31277130443588e+01dB,5.63558114672479e+00°)
1.54881661891246e+04	(6.31269983299018e+01dB,5.78420473911701e+00°)
1.58489319246109e+04	(6.31261422392264e+01dB,5.93723880908028e+00°)
1.62181009735890e+04	(6.31251289713532e+01dB,6.09482827588230e+00°)
1.65958690743753e+04	(6.31239412826569e+01dB,6.25712138840235e+00°)
1.69824365246172e+04	(6.31225603779835e+01dB,6.42426947967346e+00°)
1.73780082874935e+04	(6.31209657963694e+01dB,6.59642666270162e+00°)
1.77827941003889e+04	(6.31191352915594e+01dB,6.77374946060687e+00°)
1.81970085860995e+04	(6.31170447076341e+01dB,6.95639636313526e+00°)
1.86208713666284e+04	(6.31146678501713e+01dB,7.14452730159077e+00°)
1.90546071796322e+04	(6.31119763535198e+01dB,7.33830303347122e+00°)
1.94984459975801e+04	(6.31089395449244e+01dB,7.53788442771535e+00°)
1.99526231496885e+04	(6.31055243064381e+01dB,7.74343164101526e+00°)
2.04173794466950e+04	(6.31016949357625e+01dB,7.95510317567500e+00°)
2.08929613085400e+04	(6.30974130074103e+01dB,8.17305480882467e+00°)
2.13796208950220e+04	(6.30926372358409e+01dB,8.39743838328514e+00°)
2.18776162394952e+04	(6.30873233425205e+01dB,8.62840045032853e+00°)
2.23872113856830e+04	(6.30814239291769e+01dB,8.86608075502205e+00°)
2.29086765276774e+04	(6.30748883598599e+01dB,9.11061055566084e+00°)
2.34422881531988e+04	(6.30676626547913e+01dB,9.36211076966625e+00°)
2.39883291901945e+04	(6.30596893993569e+01dB,9.62068994011132e+00°)
2.45470891568499e+04	(6.30509076719986e+01dB,9.88644201851009e+00°)
2.51188643150954e+04	(6.30412529951445e+01dB,1.01594439622811e+01°)
2.57039578276882e+04	(6.30306573137003e+01dB,1.04397531481743e+01°)
2.63026799189534e+04	(6.30190490059891e+01dB,1.07274046064101e+01°)
2.69153480392687e+04	(6.30063529323435e+01dB,1.10224080844842e+01°)
2.75422870333812e+04	(6.29924905267951e+01dB,1.13247449551980e+01°)
2.81838293126441e+04	(6.29773799375210e+01dB,1.16343649878328e+01°)
2.88403150312656e+04	(6.29609362217400e+01dB,1.19511830089010e+01°)
2.95120922666634e+04	(6.29430716007094e+01dB,1.22750754851711e+01°)
3.01995172040196e+04	(6.29236957802497e+01dB,1.26058770690663e+01°)
3.09029543251354e+04	(6.29027163418000e+01dB,1.29433771547230e+01°)
3.16227766016833e+04	(6.28800392083780e+01dB,1.32873165008345e+01°)
3.23593656929623e+04	(6.28555691889519e+01dB,1.36373839842702e+01°)
3.31131121482585e+04	(6.28292106035733e+01dB,1.39932135565865e+01°)
3.38844156139197e+04	(6.28008679902116e+01dB,1.43543814824080e+01°)
3.46736850452526e+04	(6.27704468925383e+01dB,1.47204039444645e+01°)
3.54813389233569e+04	(6.27378547259199e+01dB,1.50907351051307e+01°)
3.63078054770095e+04	(6.27030017166721e+01dB,1.54647657164556e+01°)
3.71535229097166e+04	(6.26658019071930e+01dB,1.58418223710459e+01°)
3.80189396320555e+04	(6.26261742169941e+01dB,1.62211674838958e+01°)
3.89045144994274e+04	(6.25840435470181e+01dB,1.66020000887521e+01°)
3.98107170553490e+04	(6.25393419119627e+01dB,1.69834575239645e+01°)
4.07380277804106e+04	(6.24920095828082e+01dB,1.73646180699712e+01°)
4.16869383470328e+04	(6.24419962195400e+01dB,1.77445045826497e+01°)
4.26579518801585e+04	(6.23892619720690e+01dB,1.81220891488169e+01°)
4.36515832240158e+04	(6.23337785260580e+01dB,1.84962987649636e+01°)
4.46683592150955e+04	(6.22755300695381e+01dB,1.88660220157830e+01°)
4.57088189614867e+04	(6.22145141561675e+01dB,1.92301167013631e+01°)
4.67735141287190e+04	(6.21507424417314e+01dB,1.95874183337658e+01°)
4.78630092322630e+04	(6.20842412720804e+01dB,1.99367493956841e+01°)
4.89778819368438e+04	(6.20150521031076e+01dB,2.02769292281196e+01°)
5.01187233627263e+04	(6.19432317365878e+01dB,2.06067843904540e+01°)
5.12861383991356e+04	(6.18688523596465e+01dB,2.09251593165883e+01°)
5.24807460249763e+04	(6.17920013801158e+01dB,2.12309270766051e+01°)
5.37031796370243e+04	(6.17127810549477e+01dB,2.15230000448794e+01°)
5.49540873857615e+04	(6.16313079140646e+01dB,2.18003402720248e+01°)
5.62341325190339e+04	(6.15477119870694e+01dB,2.20619693642600e+01°)
5.75439937337147e+04	(6.14621358453571e+01dB,2.23069776816902e+01°)
5.88843655355578e+04	(6.13747334766065e+01dB,2.25345326858115e+01°)
6.02559586074347e+04	(6.12856690127152e+01dB,2.27438862868435e+01°)
6.16595001861471e+04	(6.11951153354348e+01dB,2.29343810688282e+01°)
6.30957344480182e+04	(6.11032525864759e+01dB,2.31054552984961e+01°)
6.45654229034644e+04	(6.10102666103418e+01dB,2.32566466559248e+01°)
6.60693448007584e+04	(6.09163473587365e+01dB,2.33875946573919e+01°)
6.76082975391970e+04	(6.08216872852473e+01dB,2.34980417702700e+01°)
6.91830970918924e+04	(6.07264797577640e+01dB,2.35878332516127e+01°)
7.07945784384125e+04	(6.06309175143780e+01dB,2.36569157674417e+01°)
7.24435960074977e+04	(6.05351911860721e+01dB,2.37053348733604e+01°)
7.41310241300904e+04	(6.04394879065328e+01dB,2.37332314578192e+01°)
7.58577575029170e+04	(6.03439900263176e+01dB,2.37408372627231e+01°)
7.76247116628677e+04	(6.02488739450800e+01dB,2.37284696086106e+01°)
7.94328234724267e+04	(6.01543090721550e+01dB,2.36965254571420e+01°)
8.12830516164084e+04	(6.00604569223601e+01dB,2.36454749466511e+01°)
8.31763771102656e+04	(5.99674703506309e+01dB,2.35758545351678e+01°)
8.51138038202361e+04	(5.98754929261111e+01dB,2.34882598808253e+01°)
8.70963589956065e+04	(5.97846584435553e+01dB,2.33833385833753e+01°)
8.91250938133729e+04	(5.96950905676719e+01dB,2.32617828994600e+01°)
9.12010839355893e+04	(5.96069026038668e+01dB,2.31243225361687e+01°)
9.33254300796974e+04	(5.95201973874343e+01dB,2.29717176125448e+01°)
9.54992586021418e+04	(5.94350672818103e+01dB,2.28047518691290e+01°)
9.77237220955792e+04	(5.93515942758075e+01dB,2.26242261900053e+01°)
9.99999999999981e+04	(5.92698501689976e+01dB,2.24309524923001e+01°)
1.02329299228074e+05	(5.91898968343606e+01dB,2.22257480226654e+01°)
1.04712854805088e+05	(5.91117865471070e+01dB,2.20094300921982e+01°)
1.07151930523759e+05	(5.90355623689401e+01dB,2.17828112686121e+01°)
1.09647819614316e+05	(5.89612585774180e+01dB,2.15466950351265e+01°)
1.12201845430194e+05	(5.88889011305408e+01dB,2.13018719185829e+01°)
1.14815362149686e+05	(5.88185081574812e+01dB,2.10491160799195e+01°)
1.17489755493951e+05	(5.87500904669783e+01dB,2.07891823563124e+01°)
1.20226443461739e+05	(5.86836520658708e+01dB,2.05228037365693e+01°)
1.23026877081236e+05	(5.86191906808975e+01dB,2.02506892500996e+01°)
1.25892541179414e+05	(5.85566982778926e+01dB,1.99735222437261e+01°)
1.28824955169311e+05	(5.84961615731169e+01dB,1.96919590218185e+01°)
1.31825673855638e+05	(5.84375625324935e+01dB,1.94066278193201e+01°)
1.34896288259163e+05	(5.83808788549619e+01dB,1.91181280819078e+01°)
1.38038426460286e+05	(5.83260844371497e+01dB,1.88270300218707e+01°)
1.41253754462273e+05	(5.82731498169930e+01dB,1.85338744224592e+01°)
1.44543977074590e+05	(5.82220425945805e+01dB,1.82391726629103e+01°)
1.47910838816818e+05	(5.81727278290422e+01dB,1.79434069369438e+01°)
1.51356124843618e+05	(5.81251684107396e+01dB,1.76470306391585e+01°)
1.54881661891245e+05	(5.80793254083731e+01dB,1.73504688961552e+01°)
1.58489319246108e+05	(5.80351583910471e+01dB,1.70541192191477e+01°)
1.62181009735890e+05	(5.79926257255509e+01dB,1.67583522580254e+01°)
1.65958690743753e+05	(5.79516848494039e+01dB,1.64635126375501e+01°)
1.69824365246171e+05	(5.79122925203586e+01dB,1.61699198591941e+01°)
1.73780082874934e+05	(5.78744050432785e+01dB,1.58778692523218e+01°)
1.77827941003889e+05	(5.78379784753723e+01dB,1.55876329613095e+01°)
1.81970085860995e+05	(5.78029688108328e+01dB,1.52994609571842e+01°)
1.86208713666283e+05	(5.77693321461061e+01dB,1.50135820611747e+01°)
1.90546071796321e+05	(5.77370248268866e+01dB,1.47302049727169e+01°)
1.94984459975801e+05	(5.77060035780687e+01dB,1.44495192929472e+01°)
1.99526231496884e+05	(5.76762256178543e+01dB,1.41716965365688e+01°)
2.00000000000000e+05	(5.76732274391710e+01dB,1.41432498357246e+01°)
